"Key","Item Type","Publication Year","Author","Title","Publication Title","ISBN","ISSN","DOI","Url","Abstract Note","Date","Date Added","Date Modified","Access Date","Pages","Num Pages","Issue","Volume","Number Of Volumes","Journal Abbreviation","Short Title","Series","Series Number","Series Text","Series Title","Publisher","Place","Language","Rights","Type","Archive","Archive Location","Library Catalog","Call Number","Extra","Notes","File Attachments","Link Attachments","Manual Tags","Automatic Tags","Editor","Series Editor","Translator","Contributor","Attorney Agent","Book Author","Cast Member","Commenter","Composer","Cosponsor","Counsel","Interviewer","Producer","Recipient","Reviewed Author","Scriptwriter","Words By","Guest","Number","Edition","Running Time","Scale","Medium","Artwork Size","Filing Date","Application Number","Assignee","Issuing Authority","Country","Meeting Name","Conference Name","Court","References","Reporter","Legal Status","Priority Numbers","Programming Language","Version","System","Code","Code Number","Section","Session","Committee","History","Legislative Body"
"WXUYAZY7","report","2022","EnDev; SNV","Behavioural change campaign: promoting improved cooking solutions in Kakuma refugee camp (Key research and implementation findings)","","","","","https://snv.org/assets/explore/download/BCC%20report%20%28final.2%29.pdf","","2022","2023-10-03 07:51:08","2023-10-03T07:51:08Z","2023-05-11 13:09:53","","","","","","","","","","","","","","","","","","","","","","","","","ACCESS: Open Access; PROJECT STEP: Design; PROJECT STEP: Needs Assessment; TOOLS: Behaviour Change Approaches; USEFUL FOR: NGO/Other; USEFUL FOR: Policy/Governments; USEFUL FOR: UN/INGO","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"D2ENK5UR","journalArticle","2007","Jenkins, Marion W.; Scott, Beth","Behavioral indicators of household decision-making and demand for sanitation and potential gains from social marketing in Ghana","Social Science & Medicine","","0277-9536","10.1016/j.socscimed.2007.03.010","https://www.sciencedirect.com/science/article/pii/S0277953607001232","Household demand for improved sanitation in developing countries is an important social and behavioral process with implications for public health, sanitation policy and planning, and sanitation design and technology development. This paper develops a behavioral approach to assess household demand for improved sanitation in Ghana. Adoption decision stages of preference, intention, and choice to install a toilet in Ghana are defined, measured in a survey, and used to estimate sanitation demand, identify factors affecting demand at each stage, and classify households by adoption stage to identify targeted demand-stimulation strategies. Results from a representative national sample of 536 households indicate that of 74% of households without any home sanitation, 31% have some likelihood of installing a toilet within the next year, but only 6% are very likely to do so; 62% had not considered the idea. Motivating and constraining factors are compared at each adoption stage and strategies likely to increase toilet installation in Ghana discussed. The approach is useful for assessing behavioral indicators of sanitation demand in developing countries and suggesting where marketing approaches can and cannot work to accelerate adoption of household sanitation improvements.","2007-06-01","2023-10-03 07:51:02","2023-10-03T07:51:02Z","2023-04-24 12:51:09","2427-2442","","12","64","","Social Science & Medicine","","","","","","","","en","","","","","ScienceDirect","","","","","","ACCESS: Institutional Access; PROJECT STEP: Design; PROJECT STEP: Needs Assessment; TOOLS: Behaviour Change Approaches; USEFUL FOR: NGO/Other; USEFUL FOR: UN/INGO","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"GGZI77BM","journalArticle","2019","Curtis, Val; Dreibelbis, Robert; Buxton, Helen; Izang, Nancy; Adekunle, Dara; Aunger, Robert","Behaviour settings theory applied to domestic water use in Nigeria: A new conceptual tool for the study of routine behaviour","Social Science & Medicine","","","","https://www.sciencedirect.com/science/article/abs/pii/S0277953619303843","","2019","2023-10-03 07:51:02","2023-10-03T07:51:02Z","","","","","235","","","","","","","","","","","","","","","","","","","","","ACCESS: Institutional Access; PROJECT STEP: Design; PROJECT STEP: Needs Assessment; TOOLS: Behaviour Change Approaches; USEFUL FOR: NGO/Other; USEFUL FOR: UN/INGO","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"WPXITMQQ","journalArticle","2021","Sillak, Silver; Borch, Kristian; Sperling, Karl","Assessing co-creation in strategic planning for urban energy transitions","Energy Research & Social Science","","22146296","10.1016/j.erss.2021.101952","https://linkinghub.elsevier.com/retrieve/pii/S2214629621000451","Cities all over the world are setting ambitious targets of achieving zero carbon emissions and 100% renewable energy in the near future. Such energy transitions are highly complex societal processes, however, necessitating intensive collaboration among regional and national governments, energy companies and utilities, research in­ stitutions, advocacy groups, and local communities. Although there has been a rising interest in collaborative approaches such as co-creation in energy transition studies, existing literature on this topic sometimes lacks theoretical rigour or faces problems in practical application. This poses a challenge in assessing what makes cocreation useful for accelerating energy transitions. The aim of this paper is to critically review co-creation and other selected collaborative approaches across the public sector literature in order to develop an assessment framework for co-creation in strategic planning for energy transitions. Based on this review, we suggest that cocreation can be assessed according to the following criteria: 1) the involvement of actors (state, market, com­ munity, and third sector) and their roles in different phases (initiation, design, and implementation) of cocreation; 2) the use of four sets of activities (expectation alignment, social learning, resource acquisition, assessment, and evaluation) to foster transformative power; and 3) the outcomes of co-creation. The latter may include new knowledge, new relationships, and new solutions, as well as increased efficiency and social acceptability of the transition processes. We illustrate the application of this conceptual framework with an example from an ongoing energy transition led by the ProjectZero organization in Sønderborg, Denmark.","2021-04","2023-10-03 07:47:31","2023-10-03T07:47:31Z","2023-05-03 09:39:37","101952","","","74","","Energy Research & Social Science","","","","","","","","en","","","","","DOI.org (Crossref)","","","","","","ACCESS: Open Access; CO-DESIGN LEVEL: 3; PROJECT STEP: M&E; THEME: Partnerships; THEME: Policy; USEFUL FOR: NGO/Other; USEFUL FOR: Policy/Governments; USEFUL FOR: Private Sector; USEFUL FOR: UN/INGO","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"NL7ZMUCC","journalArticle","2019","Broussard, Grant; Rubenstein, Leonard S.; Robinson, Courtland; Maziak, Wasim; Gilbert, Sappho Z.; DeCamp, Matthew","Challenges to ethical obligations and humanitarian principles in conflict settings: a systematic review","Journal of International Humanitarian Action","","2364-3404","10.1186/s41018-019-0063-x","https://jhumanitarianaction.springeropen.com/articles/10.1186/s41018-019-0063-x","Humanitarian health care organizations and health workers working in contexts of armed or violent conflict experience challenges in fulfilling ethical obligations and humanitarian principles. To better understand the types of challenges experienced in these contexts, we conducted a systematic literature review.","2019-09-05","2023-10-03 07:46:57","2023-10-03T07:46:57Z","","15","","1","4","","Journal of International Humanitarian Action","","","","","","","","","","","","","","","","","","","ACCESS: Open Access; CO-DESIGN LEVEL: 0; CO-DESIGN LEVEL: 1; CO-DESIGN LEVEL: 2; CO-DESIGN LEVEL: 3; PROJECT STEP: Design; PROJECT STEP: Implementation; PROJECT STEP: M&E; PROJECT STEP: Needs Assessment; THEME: Humanitarian Principles?; USEFUL FOR: NGO/Other; USEFUL FOR: UN/INGO","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"C437I3I6","journalArticle","2021","Khaled, Abu Faisal Md.","Do No Harm in refugee humanitarian aid: the case of the Rohingya humanitarian response","Journal of International Humanitarian Action","","2364-3404","10.1186/s41018-021-00093-9","https://doi.org/10.1186/s41018-021-00093-9","The article broadly examines how humanitarian aid for Rohingya refugees inadvertently harmed poorer hosts and adversely affected local capacities for peace. The article also discusses possible ways of easing tension and improving social cohesion in the refugee-hosting areas, while also highlighting how policy- and mandate-related constraints hinder a humanitarian response anchored in the ""Do No Harm"" principle. Finally, the article concludes with the argument that the humanitarian agencies should not just limit themselves to identifying the unintended consequences and lapses in the intervention. Instead, the Do No Harm principle should lead humanitarian aid agencies to make an active effort to accept responsibility for the harm while taking all necessary steps to mitigate or avoid harming in future interventions.","2021-03-08","2023-10-03 07:46:57","2023-10-03T07:46:57Z","","7","","1","6","","Journal of International Humanitarian Action","","","","","","","","","","","","","","","","","","","ACCESS: Open Access; CO-DESIGN LEVEL: 2; PROJECT STEP: Implementation; PROJECT STEP: M&E; THEME: Humanitarian Principles?; USEFUL FOR: NGO/Other; USEFUL FOR: UN/INGO","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"ITZYN6BD","journalArticle","2022","Aloudat, Tammam; Khan, ,Themrise","Decolonising humanitarianism or humanitarian aid?","","","","https://doi.org/10.1371/journal.pgph.0000179","https://journals.plos.org/globalpublichealth/article?id=10.1371/journal.pgph.0000179","","2022-04-25","2023-10-03 07:45:34","2023-10-03T07:45:34Z","","","","","","","","","","","","","","","","","","","","","","","","","","ACCESS: Open Access; CO-DESIGN LEVEL: 3; PROJECT STEP: Needs Assessment; PROJECT STEP: Stakeholder Mapping; THEME: Decolonisation; THEME: Humanitarian Principles?; USEFUL FOR: NGO/Other; USEFUL FOR: Policy/Governments; USEFUL FOR: UN/INGO","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"5EF5BAGD","journalArticle","2018","Couldry, Nick; Mejias, Ulises","Data Colonialism: Rethinking Big Data’s Relation to the Contemporary Subject","Television & New Media","","","10.1177/1527476418796632","https://journals.sagepub.com/doi/10.1177/1527476418796632","We are often told that data are the new oil. But unlike oil, data are not a substance found in nature. It must be appropriated. The capture and processing of social data unfolds through a process we call data relations, which ensures the “natural” conversion of daily life into a data stream. The result is nothing less than a new social order, based on continuous tracking, and offering unprecedented new opportunities for social discrimination and behavioral influence. We propose that this process is best understood through the history of colonialism. Thus, data relations enact a new form of data colonialism, normalizing the exploitation of human beings through data, just as historic colonialism appropriated territory and resources and ruled subjects for profit. Data colonialism paves the way for a new stage of capitalism whose outlines we only glimpse: the capitalization of life without limit.","2018-07-28","2023-10-03 07:45:34","2023-10-03T07:45:34Z","","","","","20","","Television & New Media","Data Colonialism","","","","","","","","","","","","ResearchGate","","","","","","ACCESS: Open Access; CO-DESIGN LEVEL: 3; PROJECT STEP: Design; THEME: Decolonisation; USEFUL FOR: Policy/Governments; USEFUL FOR: UN/INGO","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"HIAVKI7M","report","2020","Humanitarian Policy Group","Collective Approaches to Communication and Community Engagement","","","","","https://cdn.odi.org/media/documents/Collective_approaches_to_communication_and_community_engagement_models_challenges.pdf","","2020","2023-10-03 07:40:19","2023-10-03T07:40:19Z","","","","","","","","","","","","","","","","","","","","","","","","","","ACCESS: Open Access; BASIC RESOURCE; CO-DESIGN LEVEL: 3; PROJECT STEP: Design; PROJECT STEP: Implementation; PROJECT STEP: Needs Assessment; PROJECT STEP: Stakeholder Mapping; THEME: Capacity Building & Sharing; USEFUL FOR: NGO/Other; USEFUL FOR: Policy/Governments; USEFUL FOR: UN/INGO","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"HFJZA6F7","webpage","2023","Robinson, Benjamin L","Co-Design for Humanitarian Innovators","Humanitarian Innovation Support Library","","","","https://hisl.miraheze.org/wiki/Co-Design","Co-Design: Co-design brings diverse stakeholders together, including beneficiaries, to collaboratively create solutions to locally-defined, poverty-related challenges...","2023-04-20","2023-10-03 07:40:19","2023-10-03T07:40:19Z","2023-05-04 08:15:33","","","","","","","","","","","","","","en-GB","","","","","","","","","","","ACCESS: Open Access; BASIC RESOURCE; CO-DESIGN LEVEL: 3; PROJECT STEP: Design; THEME: Policy; USEFUL FOR: NGO/Other; USEFUL FOR: Policy/Governments; USEFUL FOR: Private Sector; USEFUL FOR: UN/INGO","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
